Row-names,Symbol,Moon-Earth___log2FoldChange,Moon-Earth___padj,data
AT5G19020,PCMP-E42,-0.308397267,0.277969904,
AT2G01710,,0.174193928,0.277969904,
AT3G61600,POB1,-0.097897259,0.278016891,
AT3G18010,WOX1,0.712531819,0.278016891,
AT5G59520,ZIP2,1.117436439,0.278016891,
AT5G62850,SWEET5,0.470389463,0.27815113,
AT3G52660,,-0.121241569,0.278211498,
AT2G31570,GPX2,0.379378845,0.278266129,
AT2G19750,RPS30A,-0.167239365,0.278380338,
AT4G39420,,-0.126846383,0.278380338,
AT1G30120,PDH-E1BETA,-0.154573113,0.278675698,
AT1G35320,,0.40259097,0.278702627,
AT4G12410,,-0.72620802,0.278746273,
AT1G65070,,-0.162087804,0.278855188,
AT2G21560,,0.507525363,0.278867134,
AT3G05750,,0.119664361,0.278975038,
AT1G78000,SULTR1;2,0.736069747,0.279004148,
AT1G47720,OSB1,0.154765167,0.279004255,
AT3G24810,KRP5,0.232544773,0.279004255,
AT5G10680,,-0.544602999,0.279029404,
AT3G02890,,-0.150280579,0.279287608,
AT3G46650,,0.90806413,0.279287608,
AT3G56820,,0.243259176,0.279310144,
AT1G65110,,-0.829082695,0.279433065,
AT1G22230,,-0.519998705,0.27944817,
AT2G14740,VSR3,-0.134915255,0.27944817,
AT3G24740,,0.217590209,0.27944817,
AT5G07720,XXT3,-0.39559641,0.279453936,
AT5G09350,PI4KB2,-0.200538509,0.279453936,
AT1G27440,IRX10,-0.170947553,0.279453936,
AT5G15080,PIX7,0.17297491,0.279461996,
AT2G17780,MCA2,-0.495771821,0.279505703,
AT4G16950,RPP5,-0.166841015,0.279547836,
AT1G08060,MOM,-0.144207157,0.279547836,
AT1G74450,,0.239362263,0.279547836,
AT4G32270,,0.418857361,0.279547836,
AT2G35585,,0.499513413,0.279547836,
AT1G09812,,0.448560867,0.279558399,
AT2G17150,NLP1,0.163127434,0.279615427,
AT2G35950,EDA12,0.636526665,0.279615427,
AT1G66360,CAR2,1.196955671,0.279625801,
AT1G50430,DWF5,-0.154710477,0.279858866,
AT3G11100,,0.238664885,0.279908279,
AT1G76800,,0.553100037,0.279968837,
AT5G10800,,-0.256062238,0.280030288,
AT1G19800,TGD1,-0.12174788,0.280030288,
AT3G19895,,0.149201256,0.280030288,
AT5G10100,TPPI,0.66662963,0.280074323,
AT3G03210,,0.115172708,0.280356741,
AT3G12730,PHL12,0.307390553,0.280356741,
AT1G76705,,0.458612602,0.280356741,
AT5G51020,CRL,0.117230375,0.280392377,
AT3G02030,,-0.350496878,0.280416188,
AT2G31970,RAD50,-0.135508139,0.280416188,
AT4G10570,UBP10,-0.075932845,0.280416188,
AT4G13550,,0.24443201,0.280416188,
AT3G51030,TRX1,0.31166059,0.280416188,
AT2G04066,,0.734539101,0.280434732,
AT5G24210,,0.594374226,0.280484637,
AT5G56610,,0.208239299,0.280686573,
AT2G21270,UFD1,0.157746087,0.280750643,
AT3G45820,,-0.690837634,0.280762457,
AT5G25560,,0.162437397,0.280762457,
AT2G02050,,0.096003045,0.280810306,
AT1G29120,,0.114118984,0.280810306,
AT1G49350,,0.215454975,0.280810306,
AT3G60700,,-1.279277739,0.280928176,
AT2G01910,MAP65-6,0.248549715,0.280949221,
AT1G04690,KAB1,-0.128660959,0.280954813,
AT4G00860,ATOZI1,0.112822358,0.280954813,
AT4G30410,IBL1,-0.261977576,0.28106405,
AT5G24460,,0.309597266,0.281076462,
AT1G61730,,-0.136925571,0.281150735,
AT5G23660,SWEET12,-0.435056428,0.281169455,
AT4G27750,ISI1,0.097175676,0.281214207,
AT5G23155,,0.373982778,0.281214207,
AT3G18850,LPAT5,-0.337103117,0.281287052,
AT4G20760,,-0.233290084,0.281289316,
AT5G56910,,-0.143272503,0.281289316,
AT4G00955,,0.697335742,0.281289316,
AT3G07510,,-0.258830159,0.281462856,
AT2G16950,TRN1,-0.121170696,0.281558708,
AT3G53450,LOG4,0.63073232,0.281582925,
AT4G05590,,0.684808467,0.281658185,
AT5G26180,,-0.190836435,0.281886042,
AT2G24700,REM10,-0.364202851,0.281934092,
AT5G10060,,-0.124810956,0.281934092,
AT2G43330,INT1,0.25039425,0.281934092,
AT4G01870,,0.464227186,0.281934092,
AT5G38770,GDU7,-0.575662149,0.281966304,
AT3G53240,AtRLP45,-0.355585886,0.281966304,
AT3G08520,RPL41G,-0.230557384,0.282026298,
AT1G76250,,-0.610385042,0.282089887,
AT3G59470,,0.193122348,0.282089887,
AT3G27560,ATN1,0.222590181,0.282089887,
AT3G01040,GAUT13,0.228725687,0.282089887,
AT3G60040,,0.298776613,0.282089887,
AT5G53390,,0.589804937,0.282155677,
AT1G68100,IAR1,-0.120339546,0.282196298,
AT5G58100,,-0.091547146,0.282196298,
AT3G20830,UCNL,0.317722182,0.282196298,
AT3G62310,,-0.103629061,0.282232265,
AT5G03260,LAC11,-0.495986905,0.282439588,
AT4G25880,APUM6,-0.08640926,0.282458868,
AT2G42200,SPL9,-0.304600334,0.282562663,
AT5G37370,SRL1,0.160727838,0.282562663,
AT2G31290,,0.245209804,0.282562663,
AT5G38310,,0.693263933,0.282562663,
AT3G05730,,-0.714561994,0.282633504,
AT2G45970,CYP86A8,-0.351058889,0.282633504,
AT1G79490,EMB2217,-0.264058912,0.282639925,
AT5G62910,,-0.200997353,0.282639925,
AT2G46455,,-0.524889431,0.282734257,
AT3G61700,,0.135542862,0.282734257,
AT1G30240,,-0.249402659,0.282939947,
AT3G18610,NUCL2,0.754267618,0.282961049,
AT3G16330,,0.395856751,0.283083122,
AT3G56450,ASNAP1,0.291268819,0.283084028,
AT4G16420,ADA2B,0.17447274,0.283125492,
AT5G28622,NA,0.238534562,0.2831988,
AT3G09840,CDC48A,-0.167714711,0.283538767,
AT3G06470,,0.189021665,0.283570482,
AT4G22780,ACR7,0.275222306,0.283574674,
AT2G26330,ERECTA,-0.273119884,0.283595502,
AT2G28430,,-0.20224247,0.283645013,
AT5G18980,,0.176974035,0.283645013,
AT1G04010,PSAT,0.22948003,0.283671993,
AT3G28660,PCMP-E80,-0.332036324,0.283827046,
AT4G18930,,0.27062998,0.2839106,
AT1G78490,CYP708A3 AT1G78490,0.323331592,0.284032813,
AT3G57340,,0.168764802,0.284047511,
AT5G59830,,0.179152615,0.284047511,
AT2G21140,PRP2,-0.369696375,0.284085067,
AT4G32551,LUG,-0.087396423,0.284085067,
AT5G63790,ANAC102,0.289317708,0.284085067,
AT5G65420,CYCD4;1,-0.321787469,0.284174655,
AT4G11211,,0.631803402,0.28426651,
AT1G07180,NDA1,0.490469435,0.284414047,
AT3G27920,GL1,-0.539950482,0.284420462,
AT1G33475,PHYL1.2,-0.443641467,0.284420462,
AT1G20580,SMD3B,-0.137457974,0.284420462,
AT5G58005,,0.19617072,0.284420462,
AT3G62140,,0.235996369,0.284420462,
AT4G20310,S2P,0.242017931,0.284420462,
AT3G23620,,-0.18103765,0.28451781,
AT4G18375,,-0.326468024,0.284559466,
AT3G21580,ABCI12,-0.186858537,0.284566306,
AT5G08440,,0.093640797,0.284566306,
AT5G45670,,-0.507405891,0.284713387,
AT5G64830,,-0.135323836,0.284713387,
AT5G43020,,-0.291572494,0.284751775,
AT1G80700,,0.191024078,0.28493429,
AT3G28540,,0.830747609,0.284985395,
AT2G26300,GPA1,0.246035158,0.285070028,
AT4G16700,PSD1,-0.35616504,0.285346298,
AT5G10770,,0.515801186,0.285346298,
AT4G12110,SMO1-1,0.123566801,0.285379299,
AT5G64390,HEN4,-0.104748154,0.285382151,
AT4G35165,,3.646339111,0.285385899,
AT1G56020,,0.459161956,0.285399934,
AT2G43200,,-0.279584742,0.28551808,
AT5G11250,,-0.288950371,0.285522563,
AT4G25940,,-0.282745039,0.285567015,
AT2G18760,CHR8,-0.098561085,0.285567015,
AT1G73700,DTX17,0.640007007,0.285569148,
AT5G10330,HISN6A,-0.193992305,0.285580681,
AT1G06740,,0.201234721,0.285627719,
AT3G02070,,0.237871777,0.285627719,
AT1G01695,AT1G01695,-0.416025839,0.28567053,
AT1G15690,AVP1,-0.190426325,0.28567053,
AT1G56330,SAR1B,-0.176094763,0.28567053,
AT1G62570,FMOGS-OX4,0.63942418,0.28567053,
AT3G22910,ACA13,0.94823812,0.28567053,
AT1G29395,COR413IM1,-0.977909204,0.285704876,
AT4G15960,,-0.38865785,0.285704876,
AT5G45020,,-0.16925692,0.285765362,
AT5G12470,RER4,-0.3633363,0.285772637,
AT1G67030,ZFP6,1.082718581,0.285772637,
AT1G19980,,0.18964505,0.285783903,
AT1G13770,RUS3,0.118839886,0.285812349,
AT5G17980,,-0.210784733,0.285847315,
AT1G52100,,0.964124342,0.285869194,
AT5G40500,,-0.228796882,0.285936855,
AT3G12760,,0.158958842,0.285936855,
AT1G35112,NA,-0.247881347,0.285959078,
AT1G73010,PS2,0.987036533,0.285959078,
AT3G09560,PAH1,0.569605322,0.286049584,
AT1G30935,NA,0.812316379,0.286070252,
AT3G23450,,-0.47631435,0.28612484,
AT4G38092,,0.76689047,0.286157778,
AT3G50740,UGT72E1,0.460693509,0.286292725,
AT3G51530,,0.175634202,0.286550781,
AT2G41940,ZFP8,-0.283606443,0.286570779,
AT3G49800,,0.187588271,0.286775476,
AT4G12340,,0.138759856,0.286889281,
AT3G60860,BIG2,-0.145639213,0.286919723,
AT4G38800,MTN1,0.172861344,0.286949047,
AT2G39360,,0.3351078,0.286949047,
AT2G07786,NA,0.834946537,0.287021097,
AT2G20770,GCL2,0.3060319,0.287032329,
AT2G06560,NA,1.123551282,0.287032329,
AT1G77290,TCHQD AT1G77290,0.152773302,0.287036554,
AT1G80940,,0.343499481,0.287076245,
AT5G43150,,0.782602826,0.287076245,
AT1G55915,,0.316260782,0.287077321,
AT4G14450,,0.849755217,0.287139678,
AT1G79280,NUA,-0.133991045,0.287141541,
AT2G04852,,-0.601770371,0.287194901,
AT2G36580,,0.38290416,0.287194901,
AT1G72125,NPF5.13,0.684369962,0.287194901,
AT4G28740,,0.195492067,0.287233432,
AT1G59820,ALA3,0.158753958,0.287238057,
AT5G04950,NAS1,0.64397402,0.287404552,
AT4G22740,,0.263163517,0.287464527,
AT2G16940,,-0.153066793,0.287512951,
AT1G67190,,0.145486201,0.287512951,
AT1G08310,,0.88959391,0.287524405,
AT4G15770,,-0.221780863,0.287535748,
AT2G01890,PAP8 AT2G01890,0.840446275,0.287535748,
AT4G22070,WRKY31,1.6259104,0.287588957,
AT3G01340,SEC13A,-0.089309155,0.287999182,
AT2G16900,,0.19190022,0.287999182,
AT1G03960,B''EPSILON,-0.170123925,0.288181634,
AT2G21970,2-Sep,0.170215339,0.288297882,
AT4G26190,,-0.154256692,0.288337207,
AT2G34400,PCMP-E23,-0.355951512,0.28834209,
AT5G55200,Mge1,0.186623955,0.288402031,
AT1G44750,PUP11,0.194184088,0.288402031,
AT4G33010,GLDP1,-0.228133433,0.288454866,
AT5G23340,,0.322574301,0.288622446,
AT4G05440,EDA35,-0.205641815,0.288780909,
AT2G44520,COX10,0.124591034,0.288957867,
AT5G08550,ILP 1.00,-0.095896222,0.288978771,
AT3G01500,BCA1,-0.577296996,0.289041174,
AT1G48770,,0.159310769,0.289104612,
AT4G21300,PCMP-E36,-0.270652743,0.289244451,
AT3G28430,TT9,0.181620215,0.289405495,
AT5G47310,,0.108433603,0.289405999,
AT3G54150,,0.951598245,0.289414844,
AT4G03205,hemf2,-0.280674539,0.289701097,
AT2G43280,,0.137270265,0.289701097,
AT5G47710,CAR11,0.174607945,0.289701097,
AT3G08640,RER3,0.215176926,0.289701097,
AT3G06490,MYB108,0.537232321,0.289701097,
AT2G28380,DRB2,-0.112204994,0.289887751,
AT1G08990,GUX5,1.636458424,0.289945311,
AT4G39950,CYP79B2,0.533273901,0.290102624,
AT4G09030,AGP10,0.433727243,0.290111954,
AT4G28320,MAN5,-0.169316573,0.29013586,
AT3G13050,7-Oct,0.236825306,0.290191278,
AT5G25380,CYCA2-1,-0.524272081,0.290299685,
AT4G11010,NDPK3,0.089203384,0.290311901,
AT3G46690,UGT76E4,1.01324444,0.290503968,
AT1G63750,,0.587859366,0.29061092,
AT1G05700,,1.436382753,0.29061092,
AT3G14240,SBT1.5,-0.254131511,0.290733552,
AT4G30340,DGK7,0.108784026,0.290815206,
AT3G58130,,0.174642612,0.290901629,
AT1G23110,,0.877529821,0.290930974,
AT5G18030,SAUR21,-0.702206221,0.29097918,
AT1G27680,APL2,-0.251690507,0.29097918,
AT1G73330,ATDR4,0.988389875,0.29097918,
AT1G72170,,-0.186461259,0.290991139,
AT1G20910,ARID6,-0.142537433,0.290991139,
AT5G20790,,0.841912861,0.290991139,
AT5G40010,AATP1,1.615759023,0.29101439,
AT1G76150,ECH2,0.235142935,0.29109714,
AT3G21055,PSBTN,-0.349523677,0.291140012,
AT1G20816,OEP21A,-0.223085229,0.291222896,
AT4G11220,RTNLB2,0.20311312,0.291222896,
AT1G61410,,0.597315052,0.291222896,
AT3G54366,,0.321413628,0.291278836,
AT5G62980,FOLB2,-0.27293249,0.291419652,
AT1G73940,,-0.165835628,0.291419652,
AT2G33080,AtRLP28,1.327770295,0.291419652,
ATCG01110,NDHH,-0.321596635,0.291443354,
AT3G03690,UNE7,0.213770086,0.291485359,
AT1G30845,,0.207279299,0.291626353,
AT1G08180,SMR2,0.536559692,0.291640726,
AT2G38840,,0.135041077,0.291752882,
AT1G05894,,0.493181929,0.291861834,
AT5G59550,,0.193214869,0.29211896,
AT2G34030,,0.886104154,0.292227439,
AT3G28940,AIG2B,0.296987823,0.292398332,
AT5G22810,,0.620494187,0.292435332,
AT4G00755,,-0.194077281,0.292541555,
AT1G58350,ZW18,0.1462244,0.292541555,
AT4G23320,CRK24,1.189403475,0.292541555,
AT3G56920,PAT01,1.235784388,0.292591108,
AT4G33090,APM1,-0.174637671,0.292627411,
AT1G11910,APA1,0.231426662,0.292627411,
AT2G17430,MLO7,0.324983852,0.292682848,
AT3G13435,,1.203052905,0.292682848,
AT1G55480,ZKT,0.142210247,0.292707985,
AT5G04820,OFP13,-0.257175296,0.292788046,
AT1G51355,SMR9,0.478755994,0.29300656,
AT5G10720,AHK5,-1.213660022,0.29301864,
AT4G27630,GTG2,0.122336983,0.293079057,
AT1G75830,PDF1.1,1.468856938,0.293086374,
AT5G49000,,0.165467574,0.293315848,
AT5G57660,COL5,0.249648134,0.293378745,
AT3G54870,KINUC,-0.835151272,0.293397573,
AT1G04425,,-0.419935326,0.293477577,
AT1G80170,,-0.267392602,0.293620956,
AT2G20370,MUR 3.00,0.281179014,0.293620956,
AT2G34720,NFYA4,0.657080034,0.293624487,
AT4G01593,,0.325916111,0.293632642,
AT3G60740,TFCD,-0.17697971,0.293649423,
AT1G29071,SNOR105,-0.965262064,0.293679269,
AT1G13670,,-0.697003691,0.293681438,
AT1G09610,GXM1,-0.611868801,0.293681438,
AT4G00380,FDM2,-0.370918057,0.293769175,
AT2G17787,,0.160152657,0.293769175,
AT5G52250,RUP1,0.347934491,0.293769175,
AT5G40760,G6PD6,0.379511486,0.293812512,
AT4G35760,,-0.114600261,0.293859921,
AT1G64950,CYP89A5,0.378507455,0.293859921,
AT1G73805,SARD1,0.731440064,0.293859921,
AT3G01080,WRKY58,0.882332875,0.294061812,
AT5G59980,,-0.219976851,0.294243559,
AT4G03120,,-0.149107272,0.294243559,
AT3G27930,,-0.09475554,0.294243559,
AT1G62040,ATG8C,0.140122802,0.294243559,
AT1G80860,PLMT,0.211645702,0.294243559,
AT5G16680,,0.224555844,0.294243559,
AT1G67940,ABCI17,0.344118908,0.294243559,
AT5G62260,AHL6,0.602918727,0.294243559,
AT1G52855,,0.677063097,0.294243559,
AT5G34830,,0.882603983,0.294243559,
AT1G34550,EMB2756,-0.128235851,0.294535957,
AT2G24680,,-0.406217638,0.294579835,
AT1G24490,ALB4,-0.122179732,0.294579835,
AT4G20380,LSD1,0.151337094,0.294579835,
AT2G22690,,0.217645928,0.294579835,
AT5G11320,YUC4,-0.4566591,0.294657413,
AT2G24870,,0.644706803,0.294747724,
AT2G21500,,0.322872847,0.29476731,
AT3G59760,OASC,0.14635768,0.294767817,
AT3G44510,,0.813233665,0.294767817,
AT2G37600,RPL36A,-0.22624641,0.294824848,
AT5G43100,,0.162964696,0.294935922,
AT3G28350,NA,-0.635222087,0.295059982,
AT2G32470,,1.241603362,0.295119142,
AT1G75540,BBX21,0.330927744,0.295135381,
AT2G28230,MED20A,0.247460464,0.295198497,
AT3G58975,NA,0.380194329,0.295198497,
AT5G35750,AHK2,-0.204425026,0.295415027,
AT4G14540,NFYB3,-0.305927137,0.29548803,
AT4G12545,AIR1B,3.015239833,0.29548803,
AT5G16160,,0.310716084,0.295490052,
AT2G47930,AGP26,-0.271852011,0.295492539,
AT3G47400,PME33,-0.64753764,0.295519084,
AT5G25265,HPAT1,-0.232707924,0.295519084,
AT2G19940,,-0.179387358,0.295519084,
AT5G17820,,1.095299482,0.295525743,
AT3G62730,,1.158178713,0.295554893,
AT1G77600,,-0.14803414,0.295600226,
AT5G56130,THO3,-0.111863281,0.295610697,
AT4G22880,LDOX,1.078606084,0.295610697,
AT3G13640,ABCE1,-0.517132577,0.295730261,
AT3G20720,,-0.134083826,0.295730261,
AT3G04930,,0.159570996,0.295730261,
AT1G32260,,0.171866447,0.295730261,
AT5G54890,,0.174514529,0.295730261,
AT5G53370,ATPMEPCRF,0.487953453,0.295730261,
AT4G17483,,0.667233564,0.295730261,
AT2G36890,RAX2,0.823316672,0.295730261,
AT5G41850,,0.245830354,0.295861834,
AT4G33100,,0.255951616,0.29587515,
AT1G66340,ETR1,0.152035639,0.295884812,
AT1G55340,,-0.163287788,0.296124073,
AT4G16100,,0.170131095,0.296124073,
AT2G23610,MES3,0.329880953,0.296124073,
AT3G60300,,0.357328777,0.296124073,
AT1G07390,AtRLP1,0.536771749,0.296226371,
AT5G52030,,-0.150943225,0.296311649,
AT5G26910,,-0.158450455,0.296319004,
AT2G31020,ORP1A,-0.624469378,0.296424967,
AT3G02230,RGP1,0.196895185,0.296424967,
AT5G53400,BOB 1.00,0.226927036,0.296424967,
AT3G27210,Y-2,0.457836496,0.296597322,
AT3G19250,,-0.298089667,0.2966263,
AT1G13560,AAPT1,-0.082234284,0.2966263,
AT1G19690,,0.163484906,0.2966263,
AT2G47780,,0.407225582,0.2966263,
AT4G36105,,-0.814431696,0.296626551,
AT2G24645,,-0.404703359,0.296626551,
AT5G60820,,0.140929017,0.296636119,
AT5G44090,,0.10429039,0.296645862,
AT3G63030,MBD4,0.280900813,0.296662924,
AT5G10695,,0.472738156,0.296737419,
AT3G02350,GAUT9,0.140080314,0.296741574,
AT2G21330,FBA1,0.243723131,0.296964504,
AT4G03811,,-0.740194549,0.296984295,
AT1G60080,,-0.1693519,0.296984295,
AT5G06850,FTIP1,0.232669177,0.296984295,
AT1G60940,SRK2B,0.284165142,0.296984295,
AT5G38200,,0.466784506,0.296984295,
AT3G18880,,0.658595713,0.296984295,
AT2G46400,WRKY46,0.807034692,0.296984295,
AT5G63580,FLS2,0.879667428,0.296984295,
AT5G46330,FLS2,-0.375764362,0.297071846,
AT5G27730,,-0.15867958,0.297071846,
AT3G15530,,0.225318204,0.297071846,
ATMG00560,RPL2,0.658572321,0.297117145,
AT1G65520,ECI1,0.366569833,0.29746853,
AT5G19050,,0.163861973,0.297509423,
AT5G65690,PCK2,1.779007404,0.29758727,
AT4G39890,RABH1C,0.474254627,0.297667546,
AT4G18940,,-1.344019047,0.29768026,
AT1G51110,PAP12,-0.236786947,0.29777435,
AT3G22510,,1.891339825,0.297995897,
AT3G15890,,0.160302917,0.298102301,
AT1G77770,,0.143429805,0.298201823,
AT3G48840,,1.112334733,0.298208374,
AT1G79230,STR1,0.123632887,0.298269372,
AT5G43930,,0.151230172,0.298269372,
AT4G01550,NAC69,0.34462478,0.298269372,
AT4G30350,SMXL2,-0.35430696,0.298273994,
AT2G22000,PEP6,0.412930019,0.298273994,
AT4G25750,ABCG4,-0.715460242,0.298327667,
AT5G01900,WRKY62,1.502550532,0.298468167,
AT3G18160,PEX3-1,-0.276503282,0.298498726,
ATMG01370,ORF111D,0.520884244,0.298541695,
AT1G76820,,0.319116416,0.298583402,
AT5G02260,EXPA9,0.42669098,0.298583402,
AT3G30737,NA,0.410957769,0.298707728,
AT5G04340,ZAT6,0.527665474,0.298707728,
AT1G19150,LHCA6,-0.426403109,0.298711578,
AT1G78010,,-0.204171195,0.298763611,
AT4G19090,,0.224027364,0.298973614,
AT3G23000,CIPK7,0.537049073,0.298995831,
AT4G35250,,-0.246547962,0.299013245,
AT3G33530,,-0.136765135,0.299021476,
AT2G25670,AT2G25670,0.172562518,0.299021476,
AT5G50440,MEMB12,0.177963634,0.299120477,
AT5G42950,,-0.214941458,0.299131397,
AT5G05530,,1.062783712,0.299131397,
AT5G60660,PIP2-4,-0.603520609,0.29917447,
AT1G31710,,0.477395132,0.299270808,
AT5G59880,ADF3,0.079291222,0.299320648,
AT5G60290,,-0.447669711,0.299389463,
AT1G25560,TEM1,0.314262801,0.299650219,
AT2G04790,,-0.358138565,0.300204297,
AT1G04150,,-0.700715331,0.300209617,
AT4G05020,NDB2,0.58244525,0.300284266,
AT5G18290,SIP1-2,0.589783939,0.300284266,
AT1G65430,ARI8,0.141357868,0.300399136,
AT4G22930,PYR4,-0.152922352,0.300640895,
AT5G40230,,0.639080097,0.300661717,
AT3G19430,,-0.747250276,0.300840966,
AT1G73090,,-0.29182194,0.300875237,
AT3G15650,,0.69802659,0.300875237,
AT3G10740,ASD1,-0.337157438,0.301041585,
AT3G57770,,0.422845235,0.301041585,
AT2G45290,TKL-2,0.47199285,0.30109467,
AT1G75060,,-0.26166226,0.301208371,
AT5G08780,,-0.318593213,0.301262441,
AT3G12280,RBR1,-0.140015811,0.301363487,
AT4G00170,PVA13,0.086964267,0.301409234,
AT5G63090,LOB,0.557656981,0.301514224,
AT1G49750,,-0.422003723,0.301539438,
AT1G45249,ABF2,0.457726649,0.30163858,
AT2G32179,,-0.587614034,0.301683068,
AT3G27865,,0.610134339,0.301683068,
AT1G12672,,1.419484027,0.301683068,
AT1G24300,,-0.093523885,0.301734297,
AT5G44790,RAN1,0.21175364,0.301734297,
AT2G39370,MAKR4,1.280555549,0.301734297,
AT1G70360,,0.232799076,0.301742441,
AT1G08000,GATA10,-0.144131812,0.301822188,
AT4G04840,MSRB6,-0.576532825,0.301886331,
AT1G11320,,-0.334713325,0.301886331,
AT5G11020,,-0.233293435,0.301886331,
AT2G35795,TIM14-1,0.206006603,0.301886331,
AT4G16000,,0.359909626,0.301886331,
AT3G46460,UBC13,0.140683581,0.301902751,
AT5G64401,,0.953532761,0.301985143,
AT4G34419,,2.350389947,0.301985143,
AT4G14690,ELIP2,0.540397983,0.301990911,
AT5G63220,,-0.138562824,0.302039792,
AT5G11780,,-0.282027956,0.302081501,
AT3G13275,,0.191821677,0.302081501,
AT3G58270,,0.447209083,0.302112258,
AT5G47220,ERF2,0.560917663,0.302556989,
AT3G04760,,-0.214240617,0.30257658,
AT5G52540,,-0.30028558,0.302716936,
AT3G45620,,0.300074671,0.302716936,
AT1G15125,,-1.076765735,0.302749265,
AT3G46680,UGT76E6,1.760249107,0.30275891,
AT5G38410,,-0.37552141,0.302825064,
AT1G11185,,0.874754692,0.303065055,
AT4G13290,CYP71A19,1.4036315,0.303080175,
AT3G04600,,-0.233102494,0.303106461,
ATCG01210,RRN16S.2,-0.630669517,0.3031244,
AT1G17920,HDG12,-0.469070619,0.30314429,
AT1G31900,NA,0.404912159,0.30337664,
AT1G64350,SEH1,-0.158049705,0.303401763,
AT5G11040,TRS120,-0.081274171,0.303401763,
AT1G26762,,0.91660462,0.303401763,
AT3G63050,,0.528522254,0.303403821,
AT5G01230,,-0.154574261,0.303572296,
AT3G09770,LOG2,0.191000846,0.303572296,
AT5G53486,,0.419119516,0.303613146,
AT5G35790,G6PD1,-0.328342289,0.303643463,
AT1G69295,PDCB4,0.421761004,0.303643463,
AT4G14305,,0.586361438,0.303643463,
AT5G01190,LAC10,-0.705675219,0.303709094,
AT5G11900,,0.362731425,0.303709802,
AT1G69380,,-0.228087807,0.303756432,
AT3G03840,,-0.621575372,0.303770952,
AT1G13900,PAP2,0.129659352,0.30381401,
AT5G45830,DOG1,-0.791281608,0.303913017,
AT2G30020,,-0.296977165,0.304027847,
AT5G48720,XRI1,0.169499576,0.304072619,
AT5G42570,,0.255337745,0.304278894,
AT1G62300,WRKY6,0.300570471,0.304300149,
AT1G74030,ENO1,-0.414461889,0.304399859,
AT4G39410,WRKY13,-0.38417442,0.304399859,
AT3G08800,SIEL,-0.124218329,0.304399859,
AT4G15020,,-0.096203468,0.304399859,
AT3G21805,,0.551906652,0.304399859,
AT5G16486,,0.840664906,0.304399859,
AT1G67170,FLXL2,-0.163781853,0.304442781,
AT4G04470,PMP22,0.307214185,0.304457105,
AT4G18070,,-0.13899106,0.304549438,
AT4G24560,UBP16,0.144050963,0.304706154,
AT4G15680,GRXS4,-1.011683667,0.304722741,
AT5G21090,LRR1,0.221051353,0.30509834,
AT5G66320,GATA5,-0.304157329,0.305168761,
AT1G17860,KTI2,0.467526624,0.305243083,
AT4G16450,,-0.131809435,0.305388588,
AT5G39040,ABCB27,0.179592558,0.305388588,
AT1G15910,FDM1,-0.212132164,0.305473199,
AT2G45240,MAP1A,-0.17971185,0.305538673,
AT3G01320,SNL1,0.129692903,0.30555073,
AT1G52910,,0.312652479,0.30555073,
ATCG00410,TRNF,-0.592092249,0.305571023,
AT5G08110,,-0.263876989,0.305742529,
AT5G42825,,0.313974148,0.305834032,
AT2G19900,NADP-ME1,1.481579148,0.305834032,
AT2G47620,SWI3A,-0.215317125,0.305838995,
AT3G49750,AtRLP44,-0.342576482,0.305912741,
AT5G41060,PAT06,-0.224218769,0.305920304,
AT1G02500,SAM1,0.225439447,0.305947207,
AT4G36090,,0.19529172,0.305993335,
AT4G02460,PMS1,-0.143024991,0.306084802,
AT4G02820,,-0.166908243,0.306341858,
AT1G74230,RBG5,-0.177010096,0.306695464,
AT5G03270,LOG6,0.616462906,0.306902538,
AT2G28210,ATACA2,-0.543796327,0.307102297,
AT1G17330,,0.182192808,0.307138971,
AT4G30200,VIL2,-0.143083286,0.307263973,
AT5G37310,TMN4,-0.125397181,0.307263973,
AT1G68585,,0.317618676,0.307263973,
AT1G77020,,-0.349510833,0.307298778,
AT1G10020,,-0.366499125,0.307418074,
AT4G20880,,-0.209365187,0.307466493,
AT3G11770,,0.113274979,0.307689371,
AT5G59150,RABA2D,0.149203116,0.307708921,
AT4G20780,CML42,-0.429050479,0.30772081,
AT1G27320,AHK3,0.180859389,0.308135717,
AT5G35420,NA,0.383588026,0.308135717,
AT4G12730,FLA2,-0.377714311,0.308173347,
AT5G65700,BAM 1.00,-0.311379901,0.308173347,
AT2G28060,KINB3,0.108016049,0.308173347,
AT5G41910,MED10A,0.176844032,0.308173347,
AT5G65090,IP5P5,0.745389458,0.308231362,
AT3G48770,,0.422033538,0.308259005,
AT1G77080,MAF 1.00,0.197506931,0.308321239,
AT5G09290,SAL4,1.090336166,0.30835909,
AT4G17650,,0.258160807,0.3085028,
AT1G03935,,0.404603866,0.3085028,
AT2G30150,,-0.238952984,0.3085329,
AT5G11410,,0.530077369,0.308600656,
AT5G26700,,0.680517916,0.30863058,
AT2G21290,,-0.178785498,0.308646428,
AT5G23190,CYP86B1,1.108669535,0.308646897,
AT5G20410,MGD2,0.684486595,0.308744639,
AT2G26211,MIR825A,0.351320775,0.308822106,
AT2G22055,RALFL15,3.038454987,0.308822106,
AT4G25000,AMY1,1.05170873,0.308870064,
AT1G54490,XRN4,-0.096333581,0.30897283,
AT3G25013,,0.35442106,0.309001267,
